image_id,width,height,xmin,ymin,xmax,ymax,label
10_102_10012003_160639165355660_0,3024,4032,545,216,2345,3266,돈까스
01_012_01012001_160548851639622_0,3024,4032,693,1002,2129,2835,잡곡밥
06_062_06012004_160818338935783_1,4032,3024,1355,619,2965,2043,떡갈비
02_021_02011034_160828623731672_1,3024,3024,301,443,2685,2704,크림파스타
10_102_10012003_160627640639911_0,1080,1180,153,160,885,964,돈까스
02_021_02011027_160420787473083_0,3024,4032,388,896,2771,3292,짜장면
10_102_10012002_160742337013130_1,3024,3024,216,352,2792,2352,치킨
01_014_01014001_160721781065428_0,3024,4032,573,1415,1875,2588,김치볶음밥
02_021_02011034_160483039312131_1,3692,2635,668,248,3070,2087,크림파스타
01_014_01014001_160730919393595_1,960,720,159,206,838,514,김치볶음밥
01_014_01014001_160719394237849_1,4032,3024,987,256,3077,1936,김치볶음밥
06_062_06012004_160669201475248_0,3024,4032,566,1209,2508,3364,떡갈비
02_021_02011027_160879002659810_1,3024,4032,611,557,3297,2722,짜장면
01_014_01014005_161075697453961_0,3096,4128,645,946,2655,2650,비빔밥
06_062_06012004_160843716785985_0,4032,3024,757,715,2971,2555,떡갈비
01_014_01014001_160679710026164_0,3024,4032,0,384,2934,3236,김치볶음밥
01_014_01014001_160608768722824_0,3024,4032,936,1441,2265,2669,김치볶음밥
01_014_01014001_160500525810398_1,3024,3024,829,1052,2187,1982,김치볶음밥
10_102_10012002_160725485651900_0,2268,4032,546,1161,1997,2968,치킨
09_091_09011002_161006628425448_1,960,720,407,117,698,432,갈치조림
10_102_10012003_160668521011098_0,3024,3024,317,251,2696,2736,돈까스
09_091_09011002_161154960273559_0,4624,3468,1384,769,3182,2452,갈치조림
01_011_01011001_160437212353058_0,3024,3024,749,485,2440,2069,쌀밥
01_014_01014005_161068629666999_1,4032,3024,793,561,2913,2083,비빔밥
02_021_02011034_160769190972836_0,3024,4032,410,1195,2664,3243,크림파스타
01_012_01012001_160582740936741_0,3024,4032,179,774,2448,3278,잡곡밥
09_091_09011002_160524041483529_0,3024,4032,563,1131,2481,3029,갈치조림
09_091_09011002_161144697356417_1,4032,3024,894,505,3193,2456,갈치조림
01_011_01011001_160422398849758_1,2253,1960,504,501,1859,1269,쌀밥
01_014_01014005_161067313533915_0,3096,4128,667,939,2480,2839,비빔밥
09_091_09011002_160905485756788_0,3024,4032,831,1126,2206,2420,갈치조림
08_084_08014001_160631630725179_1,2160,2160,215,541,1933,1505,떡볶이
04_042_04012008_160708495435762_1,3024,3024,664,581,2542,1903,시레기된장국
01_014_01014005_161063194881914_0,2268,4032,352,1661,1804,2671,비빔밥
02_021_02011027_160488853664128_0,720,960,48,202,679,834,짜장면
09_091_09011002_161163599346411_0,3024,3024,254,546,2147,1956,갈치조림
01_011_01011001_160464124957831_0,3024,3024,232,507,2621,2907,쌀밥
01_014_01014005_161072634378494_1,2560,1440,588,230,1917,1154,비빔밥
02_021_02011027_160463259721697_1,3024,4032,471,2381,2725,3266,짜장면
09_091_09011002_160586821288932_0,4248,5664,526,1109,3393,4275,갈치조림
04_042_04012008_160795194624185_1,1440,810,427,144,1146,756,시레기된장국
10_102_10012002_160671387674483_1,5312,2988,432,241,4861,2033,치킨
06_062_06012004_160506527213087_1,3024,4032,570,1992,2683,3413,떡갈비
09_091_09011002_161007451697767_0,720,960,347,322,546,659,갈치조림
08_084_08014001_160485103318818_1,4032,3024,188,464,3692,2751,떡볶이
10_102_10012002_160743840097507_0,4032,3024,1259,651,2837,2475,치킨
10_102_10012003_160384422915672_1,960,563,203,61,492,409,돈까스
01_012_01012001_160323971345188_1,1960,2927,186,769,1869,1973,잡곡밥
01_012_01012001_160543954169777_0,2716,2716,161,122,2478,2566,잡곡밥
01_014_01014001_160549838722051_1,4032,3024,571,541,3522,2405,김치볶음밥
06_062_06012004_160843737952337_1,4032,3024,768,459,3403,1685,떡갈비
02_021_02011034_160958085889632_1,2513,1816,237,208,2317,1650,크림파스타
01_014_01014005_161068498740654_0,3024,4032,270,652,2537,2853,비빔밥
04_042_04012008_160483857436625_0,4160,3120,1546,842,3020,2322,시레기된장국
01_014_01014005_161075556884511_1,4128,3096,1150,725,3068,2180,비빔밥
08_084_08014001_160603034932218_1,3024,4032,388,1543,2657,2731,떡볶이
01_011_01011001_160393394430095_0,3024,3024,374,368,2483,2527,쌀밥
01_014_01014005_161062492911785_0,4032,3024,913,393,3086,2512,비빔밥
08_084_08014001_160536153612867_0,3120,4160,800,1903,2166,3408,떡볶이
10_102_10012002_160381340975098_1,3024,3024,608,167,2583,2354,치킨
02_021_02011027_161104589423634_1,3024,3024,548,711,2550,2248,짜장면
01_012_01012001_160418490493112_1,4032,3024,763,576,3323,2133,잡곡밥
02_021_02011027_161007523263659_1,3492,4656,765,1739,3158,3593,짜장면
01_012_01012001_160440632387884_0,4608,3456,701,603,3298,3163,잡곡밥
04_042_04012008_160847576789941_0,3024,3024,856,784,2074,2086,시레기된장국
10_102_10012002_160743767657558_0,4032,3024,1552,661,3253,2475,치킨
02_021_02011027_160437563138033_0,2268,4032,167,1102,1852,2788,짜장면
02_021_02011027_160436467526964_0,3024,4032,317,804,2714,3079,짜장면
01_014_01014005_161068068885066_0,3024,4032,261,1497,2771,2861,비빔밥
01_011_01011001_160318975453124_0,3024,4032,450,833,2705,2645,쌀밥
04_042_04012008_160880605773713_0,3024,4032,532,1044,2405,2965,시레기된장국
01_011_01011001_160334258781432_1,4032,3024,1024,821,3259,2299,쌀밥
10_102_10012003_160560698323397_0,2268,4032,394,1323,1895,2866,돈까스
01_014_01014005_161080047015393_0,3468,4624,486,1186,2804,3392,비빔밥
10_102_10012002_160772960944798_0,3456,3456,862,628,2789,2865,치킨
10_102_10012002_160707928767254_0,720,960,147,296,682,749,치킨
01_011_01011001_160398192412726_0,2268,4032,33,960,1997,3028,쌀밥
01_014_01014001_160611558539195_0,3024,4032,717,1304,2451,3026,김치볶음밥
01_012_01012001_160509567522562_1,1080,1440,123,271,1000,903,잡곡밥
10_102_10012002_160492022743337_1,4248,5664,1037,2782,3284,4359,치킨
08_084_08014001_160627752720067_1,3024,3024,397,667,2573,2251,떡볶이
04_042_04012008_160846129662317_0,849,960,132,185,658,710,시레기된장국
08_084_08014001_160507050285156_0,4032,3024,464,267,3451,2603,떡볶이
09_091_09011002_160593607021839_1,2880,2160,201,363,2412,1682,갈치조림
01_014_01014005_161061669447858_1,3024,4032,669,1380,2165,2256,비빔밥
01_012_01012001_160567270599227_0,3024,4032,85,1030,2677,3594,잡곡밥
10_102_10012002_160665988866978_0,4032,3024,784,635,3333,2779,치킨
10_102_10012003_160748810621770_0,3024,4032,666,1280,2564,3001,돈까스
09_091_09011002_160653502014283_1,3024,3024,435,704,2515,2432,갈치조림
09_091_09011002_161180323599456_0,3024,4032,446,1474,2458,3098,갈치조림
10_102_10012002_160769723161328_0,3456,3456,582,750,2648,2627,치킨
01_014_01014005_161068484545975_0,3024,4032,328,862,2620,3103,비빔밥
08_084_08014001_160624014099951_1,961,720,77,66,724,521,떡볶이
04_042_04012008_160483740533675_1,3024,4032,671,1418,2672,2506,시레기된장국
10_102_10012002_160769593346129_0,3024,4032,709,1034,2732,3251,치킨
01_014_01014005_161075673112063_1,4128,3096,1125,573,3080,1955,비빔밥
01_012_01012001_160353829610571_0,3024,4032,602,953,2266,2695,잡곡밥
01_014_01014005_161063255895022_1,2880,2160,629,409,2259,1682,비빔밥
04_042_04012008_160498159684340_1,2738,1992,258,269,2486,1839,시레기된장국
10_102_10012003_160708091584133_1,4032,3024,443,128,3093,2628,돈까스
01_011_01011001_160401734413311_0,1851,1562,184,198,1656,1364,쌀밥
10_102_10012002_160744132046222_1,4032,3024,704,251,3365,2421,치킨
04_042_04012008_160740692992594_0,960,720,300,110,714,565,시레기된장국
09_091_09011002_160670702211753_1,960,889,163,215,673,629,갈치조림
06_062_06012004_160905466876323_0,3024,3024,388,676,2636,2817,떡갈비
09_091_09011002_160764714056690_1,4000,3000,482,535,3329,2794,갈치조림
01_014_01014005_161079372394660_1,3024,3024,883,979,2166,2037,비빔밥
01_011_01011001_160275885938360,4032,3024,573,370,3623,2885,쌀밥
02_021_02011027_160924016397896_0,2988,5312,304,1377,2693,3954,짜장면
01_014_01014005_161054971953220_0,3024,4032,793,1113,2399,2794,비빔밥
01_012_01012001_160585860755379_1,4032,3024,557,459,3606,2120,잡곡밥
08_084_08014001_160462656058843_1,3023,2625,562,273,2586,1866,떡볶이
02_021_02011027_160664308058589_0,3164,3000,290,235,2864,2579,짜장면
10_102_10012003_160643394076421_0,3024,3024,740,858,2276,2160,돈까스
02_021_02011034_160843861243449_1,4032,3024,567,733,3400,1909,크림파스타
02_021_02011034_160465330097708_0,960,1280,57,338,905,978,크림파스타
02_021_02011027_160508911591906_1,960,720,132,89,795,514,짜장면
02_021_02011027_160829021366113_1,4032,1960,880,122,3504,1872,짜장면
02_021_02011034_160810811754147_0,4248,5664,758,1354,3390,4317,크림파스타
09_091_09011002_160578051513809_1,4032,3024,426,435,3478,2656,갈치조림
02_021_02011027_160619613869917_0,3024,3024,296,346,2695,2678,짜장면
08_084_08014001_160614131661248_0,3264,1836,481,0,2483,1836,떡볶이
01_014_01014005_161061240825261_0,3096,4128,665,1106,2729,3205,비빔밥
06_062_06012004_160610057798251_1,3456,4608,368,213,2374,2406,떡갈비
09_091_09011002_160431411014390_1,960,720,211,126,837,512,갈치조림
01_014_01014001_160690952783910_0,2268,3008,84,546,1855,2520,김치볶음밥
01_011_01011001_160395108634048_0,3120,4160,654,1703,1920,2989,쌀밥
02_021_02011034_160878546719014_1,4160,3120,937,709,3177,2594,크림파스타
01_012_01012001_160423268769884_1,4032,3024,832,699,3339,2491,잡곡밥
04_042_04012008_161026110145869_1,3024,4032,388,1351,2557,3300,시레기된장국
10_102_10012003_160739886537612_1,3024,4032,943,1671,2842,3115,돈까스
10_102_10012002_160413962459960_1,4032,3024,363,144,3488,2539,치킨
08_084_08014001_160427654062373_0,3024,3024,653,667,2307,2320,떡볶이
01_012_01012001_160465267857523_0,3024,4032,431,1202,2365,3264,잡곡밥
02_021_02011034_160730523217768_1,3468,4624,0,1160,3466,3882,크림파스타
01_014_01014005_161060661873796_0,3024,4032,587,1221,2413,3006,비빔밥
01_011_01011001_160407084197511_0,2268,4032,337,1011,1990,2726,쌀밥
02_021_02011027_160568868313571_0,1440,1440,52,66,1383,1283,짜장면
09_091_09011002_161132075821390_0,3024,4032,671,1000,2481,3121,갈치조림
08_084_08014001_160619343430667_0,4032,3024,1067,397,3166,2508,떡볶이
06_062_06012004_160825798987438_0,960,720,307,199,733,527,떡갈비
02_021_02011034_160912689049853_0,4032,3024,582,676,3334,2549,크림파스타
08_084_08014001_160565771927006_1,3024,4032,299,1041,2434,2812,떡볶이
02_021_02011034_160354071553468_1,4032,3024,830,320,3403,2034,크림파스타
10_102_10012002_160591223414387_1,4032,2616,1051,53,3150,2129,치킨
01_014_01014005_161079396244059_1,3024,3024,800,933,2299,2158,비빔밥
04_042_04012008_160610305064788_1,2004,1770,297,444,1707,1368,시레기된장국
10_102_10012002_160768279525909_0,3024,3024,587,581,2508,2437,치킨
02_021_02011027_161088216660006_1,960,720,179,139,815,591,짜장면
02_021_02011027_160924296551137_1,3024,3024,317,352,2824,2405,짜장면
02_021_02011034_160473504036796_0,3024,4032,166,505,2784,2605,크림파스타
10_102_10012003_160333482158448_1,4032,1960,685,0,3476,1719,돈까스
06_062_06012004_160845531481176_1,4032,3024,1061,885,3488,2171,떡갈비
09_091_09011002_161131586121485_1,4000,2812,398,274,3807,1853,갈치조림
06_062_06012004_160808734198593_0,960,960,240,237,764,677,떡갈비
01_014_01014005_161078950026205_1,4032,3024,693,587,3312,2517,비빔밥
02_021_02011034_160756613514704_0,3024,4032,322,781,2367,3377,크림파스타
06_062_06012004_160922917293219_0,4032,3024,776,859,3161,2335,떡갈비
04_042_04012008_160914856248421_1,4032,3024,522,563,3653,2099,시레기된장국
02_021_02011034_160388488560771_1,3024,3024,542,1044,2506,2235,크림파스타
04_042_04012008_160993158350314_1,3024,3024,280,636,2274,1923,시레기된장국
01_012_01012001_160560537271624_1,1079,1440,69,308,1007,1047,잡곡밥
01_014_01014005_161075482213581_1,4128,3096,1224,713,3383,1982,비빔밥
10_102_10012003_160739655185591_0,1765,1751,317,247,1176,979,돈까스
10_102_10012003_160705579077307_1,4032,2268,723,202,2453,1372,돈까스
02_021_02011027_160907710815387_0,981,927,188,162,804,752,짜장면
08_084_08014001_160525578118737_0,3024,4032,482,1223,2818,3332,떡볶이
06_062_06012004_160859725470801_1,3024,4032,0,674,2991,2419,떡갈비
02_021_02011027_160401369328857_0,4032,3024,651,53,3403,2923,짜장면
01_011_01011001_160281311838788,3024,4032,787,1648,2456,2897,쌀밥
02_021_02011034_160577542092480_1,720,569,111,27,672,517,크림파스타
10_102_10012003_160414843172809_1,3024,4032,1370,1495,2517,2577,돈까스
02_021_02011027_160930989551188_0,3024,4032,381,879,2588,3044,짜장면
06_062_06012004_160872025641723_0,3024,4032,544,915,2305,2906,떡갈비
01_011_01011001_160335245158567_0,3024,3613,97,465,2831,3052,쌀밥
10_102_10012002_160511499566274_0,3015,3527,444,610,2733,2893,치킨
02_021_02011027_160895561468156_1,960,720,213,143,781,600,짜장면
02_021_02011034_160636239191343_1,3024,3024,1166,296,2237,948,크림파스타
01_014_01014005_160774704892259_1,2863,2268,336,268,2580,1928,비빔밥
02_021_02011027_160920080289014_0,3024,4032,602,668,2557,2923,짜장면
01_014_01014005_161063992238393_1,3024,4032,619,740,2339,3153,비빔밥
01_012_01012001_160464885753519_0,4608,3456,939,213,4413,2341,잡곡밥
10_102_10012003_160655388021935_0,3024,4032,1228,882,2330,2268,돈까스
01_011_01011001_160420708195211_1,5664,4248,1071,247,4540,2585,쌀밥
04_042_04012008_160879616514004_0,960,960,226,232,757,753,시레기된장국
09_091_09011002_160559522726119_0,4000,3000,1085,503,3519,2847,갈치조림
01_011_01011001_160327430331012_0,3024,3024,573,699,2408,2651,쌀밥
04_042_04012008_161015819438034_1,3024,4032,495,1157,2473,2999,시레기된장국
09_091_09011002_161153846136150_1,4032,2268,1421,553,2794,1821,갈치조림
10_102_10012002_160769165292818_1,960,960,184,147,847,742,치킨
04_042_04012008_160605197691807_0,3024,4032,412,1030,2470,3059,시레기된장국
08_084_08014001_160308552589785_1,4032,3024,565,517,3525,2512,떡볶이
02_021_02011034_160948115554495_1,3024,4032,405,1984,2619,2901,크림파스타
02_021_02011027_161104557541749_1,3024,3024,629,809,2329,2027,짜장면
01_011_01011001_160311332970527_1,4032,3024,854,385,3297,2075,쌀밥
01_014_01014005_160709940660460_1,4032,3024,820,439,3283,2383,비빔밥
06_062_06012004_160490343350982_0,3456,4608,699,315,2918,3741,떡갈비
08_084_08014001_160569633372024_1,1280,960,137,119,1280,639,떡볶이
10_102_10012003_160463602573116_0,956,1276,39,459,561,1015,돈까스
06_062_06012004_160715875177255_1,3024,2663,729,334,2128,1227,떡갈비
01_014_01014001_160766926685909_1,3024,3024,381,434,2850,2090,김치볶음밥
08_084_08014001_160569420339158_0,2991,1261,455,168,2554,1082,떡볶이
08_084_08014001_160524900458173_1,2682,2682,114,439,2682,2198,떡볶이
02_021_02011034_160912518173789_0,3024,3024,220,424,2623,2075,크림파스타
01_012_01012001_160535080369360_0,3024,3024,392,283,2643,2592,잡곡밥
01_012_01012001_160516394241064_0,500,441,54,38,426,414,잡곡밥
01_011_01011001_160350359124948_0,3024,4032,552,1244,2508,3136,쌀밥
09_091_09011002_161007460242518_1,960,720,216,249,692,482,갈치조림
01_014_01014001_160608768722824_1,4032,3024,1246,329,2630,1780,김치볶음밥
02_021_02011027_161033078643511_1,3024,4032,563,1275,2561,3092,짜장면
10_102_10012002_160700375215243_1,3024,4032,771,1046,2270,2141,치킨
10_102_10012003_160580562515396_0,4032,1908,447,0,3409,1703,돈까스
01_012_01012001_160569637539021_1,3024,3024,466,590,2555,2280,잡곡밥
02_021_02011034_160749792234090_1,960,720,286,83,724,476,크림파스타
01_014_01014001_160412795325445_1,4000,2250,514,429,2925,1858,김치볶음밥
01_012_01012001_160483854291990_1,3024,3024,440,539,2627,1813,잡곡밥
10_102_10012003_160548149863453_0,3024,4032,139,74,3024,3655,돈까스
10_102_10012002_160631138891496_0,2402,1960,320,301,2093,1725,치킨
01_011_01011001_160412688646374_1,2665,2122,352,206,2358,1325,쌀밥
04_042_04012008_160724917430267_0,3024,4032,611,1036,2445,2862,시레기된장국
09_091_09011002_161165273458731_1,3024,3024,772,658,2380,2016,갈치조림
06_062_06012004_160410182763128_1,4608,3456,1411,867,3560,2372,떡갈비
04_042_04012008_160838429075641_1,960,720,164,156,855,572,시레기된장국
02_021_02011027_160619613869917_1,3024,3024,201,608,2773,2572,짜장면
10_102_10012003_160635590042316_1,3024,4032,679,1599,2375,2678,돈까스
01_012_01012001_160474300617923_1,3024,4032,175,612,2877,2866,잡곡밥
10_102_10012002_160612416433542_1,4032,3024,777,1055,3605,2722,치킨
01_014_01014001_160515345714778_1,4032,3024,427,350,3712,2342,김치볶음밥
01_014_01014005_161053125437795_1,4032,3024,651,368,3232,2171,비빔밥
01_014_01014005_161077272661331_0,2268,4032,437,1229,1904,2581,비빔밥
01_011_01011001_160359709241202_0,3024,4032,505,794,2501,2832,쌀밥
06_062_06012004_160687061836019_1,774,720,186,163,600,523,떡갈비
08_084_08014001_160301342735482_1,3024,3024,184,268,2851,2578,떡볶이
06_062_06012004_160345385691252_0,3024,4032,125,363,2899,2951,떡갈비
01_014_01014001_160663088463917_1,4032,3024,833,489,3144,2295,김치볶음밥
01_014_01014005_161080110825317_0,3468,4624,710,1260,2823,3317,비빔밥
06_062_06012004_160845003796900_0,3024,3024,653,827,2211,2213,떡갈비
04_042_04012008_160517564829427_1,3024,3024,519,948,2500,2265,시레기된장국
02_021_02011027_160625512623884_0,3024,4032,545,782,2536,2780,짜장면
04_042_04012008_160827158212006_1,4624,3009,807,389,3970,2560,시레기된장국
10_102_10012003_160639163094248_1,3000,4000,83,937,1677,2908,돈까스
08_084_08014001_160623439318664_1,864,713,75,91,753,697,떡볶이
02_021_02011027_160510656830729_0,2663,2374,547,377,2181,2010,짜장면
10_102_10012002_160769796154860_1,3456,3456,460,274,2850,2310,치킨
01_014_01014005_161061727744274_1,3024,4032,529,1392,2016,2508,비빔밥
01_012_01012001_160424146998992_1,3024,4032,666,1074,2429,2226,잡곡밥
06_062_06012004_160868783463574_1,3024,3024,1015,611,2275,2441,떡갈비
01_014_01014001_160707540269448_0,2268,4032,224,1209,1902,2951,김치볶음밥
10_102_10012003_160612557073662_0,1457,1024,391,24,1226,697,돈까스
01_014_01014001_160689492141182_0,3456,4608,509,1097,2915,3617,김치볶음밥
01_011_01011001_160448584597372_0,3024,3024,488,565,2451,2368,쌀밥
01_012_01012001_160528188033606_1,4032,3024,565,544,3285,2523,잡곡밥
01_011_01011001_160362103297061_0,3024,3024,648,464,2483,2523,쌀밥
10_102_10012003_160667266483878_1,3024,4032,358,142,2927,2664,돈까스
09_091_09011002_161007153587520_1,960,720,446,228,677,494,갈치조림
01_014_01014001_160500458775792_0,3024,4032,705,1235,2353,2957,김치볶음밥
01_014_01014005_161072122690557_1,2560,1440,673,181,1757,1138,비빔밥
01_012_01012001_160585981357114_1,4032,2268,561,338,2943,2049,잡곡밥
10_102_10012002_160335707219881_1,4032,1960,837,69,2777,1605,치킨
08_084_08014001_160645667445733_0,2771,2652,513,469,2253,2161,떡볶이
02_021_02011027_160973113754435_0,4032,3024,990,638,2969,2587,짜장면
02_021_02011034_160793514298682_1,850,960,48,213,838,744,크림파스타
01_014_01014005_161053136958575_0,3024,4032,463,1086,2594,3309,비빔밥
01_011_01011001_160371000185402_0,3024,4032,448,915,2702,3258,쌀밥
01_014_01014001_160730397735644_1,3024,4032,461,854,2421,3123,김치볶음밥
02_021_02011027_160896397913772_1,4032,3024,996,601,2980,2590,짜장면
10_102_10012002_160570786983774_1,3024,3024,709,469,2896,2500,치킨
01_012_01012001_160578295394993_0,2160,2880,401,595,1822,2171,잡곡밥
01_011_01011001_160354096893275_0,4032,3024,880,320,3168,2560,쌀밥
04_042_04012008_161002660780489_0,3024,3024,676,575,2360,2158,시레기된장국
09_091_09011002_161156182360345_0,3096,4128,610,779,2693,2991,갈치조림
01_012_01012001_160480928050819_1,3000,2047,435,560,2583,1509,잡곡밥
06_062_06012004_160631026122301_1,3120,4160,324,215,2866,2903,떡갈비
01_011_01011001_160377030635764_1,3024,3024,149,230,2898,2132,쌀밥
01_011_01011001_160363544034903_0,3024,3024,771,635,2253,2293,쌀밥
02_021_02011034_160455480286581_0,3024,4032,401,47,2643,3453,크림파스타
06_062_06012004_160843721647018_0,4032,3024,731,667,2656,2816,떡갈비
01_014_01014001_160566352831854_0,960,454,302,93,599,381,김치볶음밥
02_021_02011027_160368777184107_1,960,720,85,56,860,628,짜장면
09_091_09011002_160636887182464_1,4032,3024,0,149,3797,1760,갈치조림
06_062_06012004_160907691554096_1,4032,3024,1066,364,3417,2363,떡갈비
02_021_02011034_160401986777241_0,1080,1440,96,205,1016,1134,크림파스타
08_084_08014001_160620718968766_1,3024,3024,611,961,2473,1820,떡볶이
04_042_04012008_160405273239716_1,3024,4032,289,988,2728,3214,시레기된장국
02_021_02011034_160860245543959_1,3024,3024,682,492,2603,2698,크림파스타
08_084_08014001_160424314085849_0,2160,2160,326,408,1880,1954,떡볶이
04_042_04012008_161025933689643_1,3120,3120,421,853,2639,2372,시레기된장국
01_011_01011001_160302808057469_0,3120,4160,238,1187,2547,3458,쌀밥
02_021_02011027_160941551522113_1,2864,1817,691,341,2220,1412,짜장면
06_062_06012004_160843788817635_1,4032,3024,949,693,2843,1744,떡갈비
02_021_02011027_160826407411758_1,3024,3024,760,704,2589,2213,짜장면
06_062_06012004_160843716785985_1,4032,3024,683,480,3205,1915,떡갈비
02_021_02011034_160856042754334_1,3024,3024,287,345,2844,2562,크림파스타
10_102_10012002_160363596599175_1,4032,3024,251,645,3787,1920,치킨
08_084_08014001_160609082279212_0,3024,4032,381,960,2337,2987,떡볶이
10_102_10012002_160588037331854_1,3024,3024,173,469,2669,2427,치킨
01_012_01012001_160422775054740_0,3024,3024,765,677,2355,2405,잡곡밥
02_021_02011027_160818741377431_1,4032,3024,909,785,3036,2421,짜장면
08_084_08014001_160490084152855_1,3024,3024,489,736,2612,1852,떡볶이
01_014_01014001_160722794011320_1,3456,4608,696,1130,2866,2755,김치볶음밥
10_102_10012003_160724560162198_1,4032,3024,1698,552,3266,1919,돈까스
01_014_01014001_160635971536908_0,4160,3120,971,193,3481,3011,김치볶음밥
04_042_04012008_160636418578656_1,4032,3024,891,592,3285,2032,시레기된장국
01_014_01014001_160359731246143_0,3024,4032,650,1154,2413,2901,김치볶음밥
01_012_01012001_160440835390661_1,4032,3024,443,336,3659,1712,잡곡밥
04_042_04012008_160993143847740_0,3024,3024,583,540,2219,2257,시레기된장국
02_021_02011034_160955980354003_1,5664,4248,1300,383,4643,2588,크림파스타
06_062_06012004_160742933651193_0,3024,4032,690,1202,2152,2901,떡갈비
04_042_04012008_160604914859445_0,2160,2880,335,880,1811,2342,시레기된장국
10_102_10012002_160516747252219_0,4032,3024,651,293,2891,2768,치킨
02_021_02011034_160540551292294_1,960,609,226,131,737,491,크림파스타
06_062_06012004_160482944684331_0,4032,2268,399,145,2972,2237,떡갈비
08_084_08014001_160519607913496_0,3000,3000,198,376,2141,2209,떡볶이
01_014_01014005_161077270882747_1,2268,4032,405,1549,1896,2737,비빔밥
06_062_06012004_160327234188246_0,3024,4032,857,1279,2298,2822,떡갈비
01_014_01014005_161076244681510_0,3096,4128,300,908,2804,3303,비빔밥
06_062_06012004_160946480316136_0,960,960,140,185,714,726,떡갈비
02_021_02011027_160999531885999_0,5312,2988,1228,188,3790,2700,짜장면
02_021_02011034_160967308626294_1,4248,5664,583,851,3523,3168,크림파스타
01_012_01012001_160540968267383_0,3024,3024,625,921,2360,2265,잡곡밥
01_012_01012001_160506442973183_1,4032,3024,1195,935,3031,1956,잡곡밥
04_042_04012008_160837440733853_0,4656,3492,1074,691,3415,2904,시레기된장국
01_014_01014001_160691733286225_0,3024,4032,396,1166,2287,3150,김치볶음밥
10_102_10012002_160674661597119_0,3024,4032,310,1613,2587,2894,치킨
01_014_01014005_161075583181977_0,3096,4128,764,951,2631,2689,비빔밥
01_012_01012001_160483141725548_0,3024,4032,460,1500,1853,2937,잡곡밥
08_084_08014001_160614019293736_1,2160,2160,310,621,1884,1303,떡볶이
08_084_08014001_160568782376925_0,3024,3024,312,307,2756,2678,떡볶이
01_012_01012001_160466344638587_0,3000,4000,0,635,3000,3591,잡곡밥
04_042_04012008_160631113092776_1,3024,4032,314,478,2811,2632,시레기된장국
01_012_01012001_160586982782770_1,3024,4032,80,1210,2974,3426,잡곡밥
06_062_06012004_160855493297049_1,4032,3024,1131,766,3044,2203,떡갈비
10_102_10012003_160653922256197_0,3096,4128,529,852,2189,2861,돈까스
09_091_09011002_161175369743860_1,4032,3024,737,495,3395,2110,갈치조림
08_084_08014001_160378143641897_0,1440,1080,408,263,1101,821,떡볶이
08_084_08014001_160589714787903_0,3024,4032,489,720,2448,3547,떡볶이
08_084_08014001_160335563981756_1,3024,4032,0,1146,3024,3534,떡볶이
08_084_08014001_160645943573858_1,3024,3024,712,698,2386,2376,떡볶이
04_042_04012008_160994510322581_0,3353,2940,734,486,2639,2449,시레기된장국
02_021_02011027_160924016397896_1,5312,2988,965,501,4253,2437,짜장면
01_011_01011001_160385834232322_1,4032,3024,749,412,3455,1634,쌀밥
04_042_04012008_161009386960603_1,3024,4032,571,1028,2509,2414,시레기된장국
06_062_06012004_160343998698177_1,3171,1960,213,298,2924,1472,떡갈비
08_084_08014001_160621693217172_0,3024,4032,563,1123,2413,2878,떡볶이
10_102_10012002_160336828491086_1,3024,3024,515,400,2493,1915,치킨
08_084_08014001_160447872869287_0,3024,4032,790,1287,2196,2730,떡볶이
10_102_10012003_160740296612579_1,4032,2268,1065,514,2991,1935,돈까스
10_102_10012003_160609650719216_1,4032,3024,184,445,3202,1826,돈까스
01_011_01011001_160413866679557_1,4032,3024,800,574,3093,2117,쌀밥
02_021_02011027_160765896971832_0,3024,3024,632,635,2291,2320,짜장면
01_014_01014001_160422968969705_0,1080,1920,178,549,848,1243,김치볶음밥
06_062_06012004_160836939823222_0,960,720,231,222,627,509,떡갈비
02_021_02011034_160768704260544_0,960,960,206,201,683,694,크림파스타
02_021_02011034_160794190024773_0,3024,4032,292,878,2732,3296,크림파스타
01_014_01014001_160709334165622_1,3024,3024,616,213,2467,1792,김치볶음밥
02_021_02011034_160869414420909_0,1860,4032,290,1742,1520,3065,크림파스타
01_014_01014005_161067320011936_1,4128,3096,1105,657,2899,2450,비빔밥
04_042_04012008_160740688656787_0,960,720,244,126,663,573,시레기된장국
08_084_08014001_160286403732633,3024,4032,403,939,2749,3172,떡볶이
02_021_02011034_160699703124450_0,4032,3024,1112,396,3154,2433,크림파스타
02_021_02011034_160651856319269_0,4032,3024,784,162,3334,2721,크림파스타
04_042_04012008_160403124934267_1,711,749,83,147,588,513,시레기된장국
01_014_01014005_161067126632974_0,3096,4128,961,1122,2392,2544,비빔밥
01_011_01011001_160353921460229_1,3024,4032,573,1218,2422,2439,쌀밥
08_084_08014001_160492260772075_1,3024,4032,391,1253,2862,3212,떡볶이
10_102_10012002_160772998788594_0,3456,3456,741,963,2386,2395,치킨
01_011_01011001_160462446775708_0,2268,4032,346,1127,2039,3062,쌀밥
02_021_02011027_160820020278366_1,2976,2976,341,470,2506,1900,짜장면
06_062_06012004_160845543547948_0,4032,3024,992,757,2725,2704,떡갈비
